id,produto,modelo,sku,valor,estoque,status
49,"Macho Máquina M DIN 371 HSS-E 6H - Canal Helicoidal SFT 40/2 - M6x1,0",macho-371-sft,"macho-371-sft-m6x1,0",0.0000,999,ativo
50,"Macho Máquina M DIN 371 HSS-E 6H - Canal Helicoidal SFT 40/2 - M8x1,25",macho-371-sft,"macho-371-sft-m8x1,25",0.0000,999,ativo
57,"Macho Máquina M DIN 371 HSS-E 6H - Canal Reto MT 40/3 - M10x1,50",macho-371-reto,"macho-371-reto-m10x1,50",0.0000,999,ativo
52,"Macho Máquina M DIN 371 HSS-E 6H - Canal Reto MT 40/3 - M3x0,5",macho-371-reto,"macho-371-reto-m3x0,5",0.0000,999,ativo
53,"Macho Máquina M DIN 371 HSS-E 6H - Canal Reto MT 40/3 - M4x0,7",macho-371-reto,"macho-371-reto-m4x0,7",0.0000,999,ativo
54,"Macho Máquina M DIN 371 HSS-E 6H - Canal Reto MT 40/3 - M5x0,8",macho-371-reto,"macho-371-reto-m5x0,8",0.0000,999,ativo
55,"Macho Máquina M DIN 371 HSS-E 6H - Canal Reto MT 40/3 - M6x1,0",macho-371-reto,"macho-371-reto-m6x1,0",0.0000,999,ativo
56,"Macho Máquina M DIN 371 HSS-E 6H - Canal Reto MT 40/3 - M8x1,25",macho-371-reto,"macho-371-reto-m8x1,25",0.0000,999,ativo
45,"Macho Máquina M DIN 371 HSS-E 6H - Ponta Helicoidal - M10x1,50",macho-371-hel,"macho-371-hel-m10x1,50",0.0000,999,ativo
40,"Macho Máquina M DIN 371 HSS-E 6H - Ponta Helicoidal - M3x0,5",macho-371-hel,"macho-371-hel-m3x0,5",0.0000,999,ativo
41,"Macho Máquina M DIN 371 HSS-E 6H - Ponta Helicoidal - M4x0,7",macho-371-hel,"macho-371-hel-m4x0,7",0.0000,999,ativo
42,"Macho Máquina M DIN 371 HSS-E 6H - Ponta Helicoidal - M5x0,8",macho-371-hel,"macho-371-hel-m5x0,8",0.0000,999,ativo
43,"Macho Máquina M DIN 371 HSS-E 6H - Ponta Helicoidal - M6x1,0",macho-371-hel,"macho-371-hel-m6x1,0",0.0000,999,ativo
44,"Macho Máquina M DIN 371 HSS-E 6H - Ponta Helicoidal - M8x1,25",macho-371-hel,"macho-371-hel-m8x1,25",0.0000,999,ativo
76,"Macho Máquina M DIN 376 HSS-E 6H - Canal Helicoidal SFT 41/2 - M10x1,50",macho-376-sft,"macho-376-sft-m10x1,50",0.0000,999,ativo
77,"Macho Máquina M DIN 376 HSS-E 6H - Canal Helicoidal SFT 41/2 - M12x1,75",macho-376-sft,"macho-376-sft-m12x1,75",0.0000,999,ativo
78,"Macho Máquina M DIN 376 HSS-E 6H - Canal Helicoidal SFT 41/2 - M14x2,00",macho-376-sft,"macho-376-sft-m14x2,00",0.0000,999,ativo
79,"Macho Máquina M DIN 376 HSS-E 6H - Canal Helicoidal SFT 41/2 - M16x2,00",macho-376-sft,"macho-376-sft-m16x2,00",0.0000,999,ativo
80,"Macho Máquina M DIN 376 HSS-E 6H - Canal Helicoidal SFT 41/2 - M18x2,50",macho-376-sft,"macho-376-sft-m18x2,50",0.0000,999,ativo
81,"Macho Máquina M DIN 376 HSS-E 6H - Canal Helicoidal SFT 41/2 - M20x2,50",macho-376-sft,"macho-376-sft-m20x2,50",0.0000,999,ativo
82,"Macho Máquina M DIN 376 HSS-E 6H - Canal Helicoidal SFT 41/2 - M22x2,50",macho-376-sft,"macho-376-sft-m22x2,50",0.0000,999,ativo
83,"Macho Máquina M DIN 376 HSS-E 6H - Canal Helicoidal SFT 41/2 - M24x3,00",macho-376-sft,"macho-376-sft-m24x3,00",0.0000,999,ativo
71,"Macho Máquina M DIN 376 HSS-E 6H - Canal Helicoidal SFT 41/2 - M3x0,5",macho-376-sft,"macho-376-sft-m3x0,5",0.0000,999,ativo
72,"Macho Máquina M DIN 376 HSS-E 6H - Canal Helicoidal SFT 41/2 - M4x0,7",macho-376-sft,"macho-376-sft-m4x0,7",0.0000,999,ativo
73,"Macho Máquina M DIN 376 HSS-E 6H - Canal Helicoidal SFT 41/2 - M5x0,8",macho-376-sft,"macho-376-sft-m5x0,8",0.0000,999,ativo
74,"Macho Máquina M DIN 376 HSS-E 6H - Canal Helicoidal SFT 41/2 - M6x1,0",macho-376-sft,"macho-376-sft-m6x1,0",0.0000,999,ativo
75,"Macho Máquina M DIN 376 HSS-E 6H - Canal Helicoidal SFT 41/2 - M8x1,25",macho-376-sft,"macho-376-sft-m8x1,25",0.0000,999,ativo
84,"Macho Máquina M DIN 376 HSS-E 6H - Canal Reto MT 41/3 - M12x1,75",macho-376-reto,"macho-376-reto-m12x1,75",0.0000,999,ativo
85,"Macho Máquina M DIN 376 HSS-E 6H - Canal Reto MT 41/3 - M14x2,00",macho-376-reto,"macho-376-reto-m14x2,00",0.0000,999,ativo
86,"Macho Máquina M DIN 376 HSS-E 6H - Canal Reto MT 41/3 - M16x2,00",macho-376-reto,"macho-376-reto-m16x2,00",0.0000,999,ativo
87,"Macho Máquina M DIN 376 HSS-E 6H - Canal Reto MT 41/3 - M18x2,50",macho-376-reto,"macho-376-reto-m18x2,50",0.0000,999,ativo
88,"Macho Máquina M DIN 376 HSS-E 6H - Canal Reto MT 41/3 - M20x2,50",macho-376-reto,"macho-376-reto-m20x2,50",0.0000,999,ativo
89,"Macho Máquina M DIN 376 HSS-E 6H - Canal Reto MT 41/3 - M22x2,50",macho-376-reto,"macho-376-reto-m22x2,50",0.0000,999,ativo
90,"Macho Máquina M DIN 376 HSS-E 6H - Canal Reto MT 41/3 - M24x3,00",macho-376-reto,"macho-376-reto-m24x3,00",0.0000,999,ativo
63,"Macho Máquina M DIN 376 HSS-E 6H - Ponta Helicoidal POT 41/1 - M10x1,50",macho-376-hel,"macho-376-hel-m10x1,50",0.0000,999,ativo
64,"Macho Máquina M DIN 376 HSS-E 6H - Ponta Helicoidal POT 41/1 - M12x1,75",macho-376-hel,"macho-376-hel-m12x1,75",0.0000,999,ativo
65,"Macho Máquina M DIN 376 HSS-E 6H - Ponta Helicoidal POT 41/1 - M14x2,00",macho-376-hel,"macho-376-hel-m14x2,00",0.0000,999,ativo
66,"Macho Máquina M DIN 376 HSS-E 6H - Ponta Helicoidal POT 41/1 - M16x2,00",macho-376-hel,"macho-376-hel-m16x2,00",0.0000,999,ativo
67,"Macho Máquina M DIN 376 HSS-E 6H - Ponta Helicoidal POT 41/1 - M18x2,50",macho-376-hel,"macho-376-hel-m18x2,50",0.0000,999,ativo
68,"Macho Máquina M DIN 376 HSS-E 6H - Ponta Helicoidal POT 41/1 - M20x2,50",macho-376-hel,"macho-376-hel-m20x2,50",0.0000,999,ativo
69,"Macho Máquina M DIN 376 HSS-E 6H - Ponta Helicoidal POT 41/1 - M22x2,50",macho-376-hel,"macho-376-hel-m22x2,50",0.0000,999,ativo
70,"Macho Máquina M DIN 376 HSS-E 6H - Ponta Helicoidal POT 41/1 - M24x3,00",macho-376-hel,"macho-376-hel-m24x3,00",0.0000,999,ativo
58,"Macho Máquina M DIN 376 HSS-E 6H - Ponta Helicoidal POT 41/1 - M3x0,5",macho-376-hel,"macho-376-hel-m3x0,5",0.0000,999,ativo
59,"Macho Máquina M DIN 376 HSS-E 6H - Ponta Helicoidal POT 41/1 - M4x0,7",macho-376-hel,"macho-376-hel-m4x0,7",0.0000,999,ativo
60,"Macho Máquina M DIN 376 HSS-E 6H - Ponta Helicoidal POT 41/1 - M5x0,8",macho-376-hel,"macho-376-hel-m5x0,8",0.0000,999,ativo
61,"Macho Máquina M DIN 376 HSS-E 6H - Ponta Helicoidal POT 41/1 - M6x1,0",macho-376-hel,"macho-376-hel-m6x1,0",0.0000,999,ativo
62,"Macho Máquina M DIN 376 HSS-E 6H - Ponta Helicoidal POT 41/1 - M8x1,25",macho-376-hel,"macho-376-hel-m8x1,25",0.0000,999,ativo
101,Macho Máquina MF DIN 374 HSS-E 6H - Canal Helicoidal SFT 42/2 - M10x1,macho-374-sft,macho-374-sft-m10x1,0.0000,999,ativo
102,"Macho Máquina MF DIN 374 HSS-E 6H - Canal Helicoidal SFT 42/2 - M12x1,5",macho-374-sft,"macho-374-sft-m12x1,5",0.0000,999,ativo
103,"Macho Máquina MF DIN 374 HSS-E 6H - Canal Helicoidal SFT 42/2 - M14x1,5",macho-374-sft,"macho-374-sft-m14x1,5",0.0000,999,ativo
104,"Macho Máquina MF DIN 374 HSS-E 6H - Canal Helicoidal SFT 42/2 - M16x1,5",macho-374-sft,"macho-374-sft-m16x1,5",0.0000,999,ativo
105,"Macho Máquina MF DIN 374 HSS-E 6H - Canal Helicoidal SFT 42/2 - M18x1,5",macho-374-sft,"macho-374-sft-m18x1,5",0.0000,999,ativo
106,"Macho Máquina MF DIN 374 HSS-E 6H - Canal Helicoidal SFT 42/2 - M20x1,5",macho-374-sft,"macho-374-sft-m20x1,5",0.0000,999,ativo
107,"Macho Máquina MF DIN 374 HSS-E 6H - Canal Helicoidal SFT 42/2 - M22x1,5",macho-374-sft,"macho-374-sft-m22x1,5",0.0000,999,ativo
108,"Macho Máquina MF DIN 374 HSS-E 6H - Canal Helicoidal SFT 42/2 - M24x1,5",macho-374-sft,"macho-374-sft-m24x1,5",0.0000,999,ativo
100,Macho Máquina MF DIN 374 HSS-E 6H - Canal Helicoidal SFT 42/2 - M8x1,macho-374-sft,macho-374-sft-m8x1,0.0000,999,ativo
110,Macho Máquina MF DIN 374 HSS-E 6H - Canal Reto MT 42/3 - M10x1,macho-374-reto,macho-374-reto-m10x1,0.0000,999,ativo
111,"Macho Máquina MF DIN 374 HSS-E 6H - Canal Reto MT 42/3 - M12x1,5",macho-374-reto,"macho-374-reto-m12x1,5",0.0000,999,ativo
112,"Macho Máquina MF DIN 374 HSS-E 6H - Canal Reto MT 42/3 - M14x1,5",macho-374-reto,"macho-374-reto-m14x1,5",0.0000,999,ativo
113,"Macho Máquina MF DIN 374 HSS-E 6H - Canal Reto MT 42/3 - M16x1,5",macho-374-reto,"macho-374-reto-m16x1,5",0.0000,999,ativo
114,"Macho Máquina MF DIN 374 HSS-E 6H - Canal Reto MT 42/3 - M18x1,5",macho-374-reto,"macho-374-reto-m18x1,5",0.0000,999,ativo
115,"Macho Máquina MF DIN 374 HSS-E 6H - Canal Reto MT 42/3 - M20x1,5",macho-374-reto,"macho-374-reto-m20x1,5",0.0000,999,ativo
116,"Macho Máquina MF DIN 374 HSS-E 6H - Canal Reto MT 42/3 - M22x1,5",macho-374-reto,"macho-374-reto-m22x1,5",0.0000,999,ativo
117,"Macho Máquina MF DIN 374 HSS-E 6H - Canal Reto MT 42/3 - M24x1,5",macho-374-reto,"macho-374-reto-m24x1,5",0.0000,999,ativo
109,Macho Máquina MF DIN 374 HSS-E 6H - Canal Reto MT 42/3 - M8x1,macho-374-reto,macho-374-reto-m8x1,0.0000,999,ativo
92,Macho Máquina MF DIN 374 HSS-E 6H - Ponta Helicoidal POT 42/1 - M10x1,macho-374-hel,macho-374-hel-m10x1,0.0000,999,ativo
93,"Macho Máquina MF DIN 374 HSS-E 6H - Ponta Helicoidal POT 42/1 - M12x1,50",macho-374-hel,"macho-374-hel-m12x1,50",0.0000,999,ativo
94,"Macho Máquina MF DIN 374 HSS-E 6H - Ponta Helicoidal POT 42/1 - M14x1,50",macho-374-hel,"macho-374-hel-m14x1,50",0.0000,999,ativo
95,"Macho Máquina MF DIN 374 HSS-E 6H - Ponta Helicoidal POT 42/1 - M16x1,50",macho-374-hel,"macho-374-hel-m16x1,50",0.0000,999,ativo
96,"Macho Máquina MF DIN 374 HSS-E 6H - Ponta Helicoidal POT 42/1 - M18x1,50",macho-374-hel,"macho-374-hel-m18x1,50",0.0000,999,ativo
97,"Macho Máquina MF DIN 374 HSS-E 6H - Ponta Helicoidal POT 42/1 - M20x1,50",macho-374-hel,"macho-374-hel-m20x1,50",0.0000,999,ativo
98,"Macho Máquina MF DIN 374 HSS-E 6H - Ponta Helicoidal POT 42/1 - M22x1,50",macho-374-hel,"macho-374-hel-m22x1,50",0.0000,999,ativo
99,"Macho Máquina MF DIN 374 HSS-E 6H - Ponta Helicoidal POT 42/1 - M24x1,50",macho-374-hel,"macho-374-hel-m24x1,50",0.0000,999,ativo
91,Macho Máquina MF DIN 374 HSS-E 6H - Ponta Helicoidal POT 42/1 - M8x1,macho-374-hel,macho-374-hel-m8x1,0.0000,999,ativo
180,Maleta com Jogo de Pinça ER-40 + Mandril + Chave de Garra - CM3,maleta-er40,maleta-er40-cm3,0.0000,999,ativo
215,Óleo de Corte Integral para Rosqueamento de Metais - 300ml,oleo-corte,oleo-corte-300ml,0.0000,999,ativo
348,Pinça Avulsa ER40 - 10-9mm,pinca-er40,pinca-er40-10-9,0.0000,999,ativo
349,Pinça Avulsa ER40 - 11-10mm,pinca-er40,pinca-er40-11-10,0.0000,999,ativo
350,Pinça Avulsa ER40 - 12-11mm,pinca-er40,pinca-er40-12-11,0.0000,999,ativo
351,Pinça Avulsa ER40 - 13-12mm,pinca-er40,pinca-er40-13-12,0.0000,999,ativo
352,Pinça Avulsa ER40 - 14-13mm,pinca-er40,pinca-er40-14-13,0.0000,999,ativo
353,Pinça Avulsa ER40 - 15-14mm,pinca-er40,pinca-er40-15-14,0.0000,999,ativo
354,Pinça Avulsa ER40 - 16-15mm,pinca-er40,pinca-er40-16-15,0.0000,999,ativo
355,Pinça Avulsa ER40 - 17-16mm,pinca-er40,pinca-er40-17-16,0.0000,999,ativo
356,Pinça Avulsa ER40 - 18-17mm,pinca-er40,pinca-er40-18-17,0.0000,999,ativo
357,Pinça Avulsa ER40 - 19-18mm,pinca-er40,pinca-er40-19-18,0.0000,999,ativo
358,Pinça Avulsa ER40 - 20-19mm,pinca-er40,pinca-er40-20-19,0.0000,999,ativo
359,Pinça Avulsa ER40 - 21-20mm,pinca-er40,pinca-er40-21-20,0.0000,999,ativo
360,Pinça Avulsa ER40 - 22-21mm,pinca-er40,pinca-er40-22-21,0.0000,999,ativo
361,Pinça Avulsa ER40 - 23-22mm,pinca-er40,pinca-er40-23-22,0.0000,999,ativo
362,Pinça Avulsa ER40 - 24-23mm,pinca-er40,pinca-er40-24-23,0.0000,999,ativo
363,Pinça Avulsa ER40 - 25-24mm,pinca-er40,pinca-er40-25-24,0.0000,999,ativo
342,Pinça Avulsa ER40 - 4-3mm,pinca-er40,pinca-er40-4-3,0.0000,999,ativo
343,Pinça Avulsa ER40 - 5-4mm,pinca-er40,pinca-er40-5-4,0.0000,999,ativo
344,Pinça Avulsa ER40 - 6-5mm,pinca-er40,pinca-er40-6-5,0.0000,999,ativo
345,Pinça Avulsa ER40 - 7-6mm,pinca-er40,pinca-er40-7-6,0.0000,999,ativo
346,Pinça Avulsa ER40 - 8-7mm,pinca-er40,pinca-er40-8-7,0.0000,999,ativo
347,Pinça Avulsa ER40 - 9-8mm,pinca-er40,pinca-er40-9-8,0.0000,999,ativo
207,Ponta Rotativa Tubular - CM4 25x80,ponta-tubular,ponta-tubular-cm425x80,0.0000,999,ativo
210,Ponta Rotativa Tubular - CM4 30x120,ponta-tubular,ponta-tubular-cm430x120,0.0000,999,ativo
37,"Porta Bedame Hispânia - 1/2"" x 1/8"" x 6""",porta-bedame,porta-bedame-1-2x1-8x6,0.0000,999,ativo
39,"Porta Bedame Hispânia - 3/4"" x 1/8"" x 6""",porta-bedame,porta-bedame-3-4x1-8x6,0.0000,999,ativo
38,"Porta Bedame Hispânia - 5/8"" x 1/8"" x 6""",porta-bedame,porta-bedame-5-8x1-8x6,0.0000,999,ativo
36,"Porta Bits Hispânia - 1""",porta-bits,porta-bits-1,0.0000,999,ativo
27,"Porta Bits Hispânia - 3/16""",porta-bits,porta-bits-3-16,0.0000,999,ativo
34,"Porta Bits Hispânia - 3/4""",porta-bits,porta-bits-3-4,0.0000,999,ativo
33,"Porta Bits Hispânia - 5/8""",porta-bits,porta-bits-5-8,0.0000,999,ativo
31,"Porta Bits Hispânia - 7/16""",porta-bits,porta-bits-7-16,0.0000,999,ativo
35,"Porta Bits Hispânia - 7/8""",porta-bits,porta-bits-7-8,0.0000,999,ativo
192,"Porta Recartilha Duplo - 3/4""",recart-duplo,recart-duplo-3-4,0.0000,999,ativo
191,"Porta Recartilha Duplo - 5/8""",recart-duplo,recart-duplo-5-8,0.0000,999,ativo
188,"Porta Recartilha Interno - 3/4""",recart-interno,recart-interno-3-4,0.0000,999,ativo
187,"Porta Recartilha Interno - 5/8""",recart-interno,recart-interno-5-8,0.0000,999,ativo
190,"Porta Recartilha Simples - 3/4""",recart-simples,recart-simples-3-4,0.0000,999,ativo
189,"Porta Recartilha Simples - 5/8""",recart-simples,recart-simples-5-8,0.0000,999,ativo
194,"Porta Recartilha Triplo - 3/4""",recart-triplo,recart-triplo-3-4,0.0000,999,ativo
193,"Porta Recartilha Triplo - 5/8""",recart-triplo,recart-triplo-5-8,0.0000,999,ativo
